CNUM;SurName;Name;MiddleName;BirthDay;City
ABAX9X;СИДОРОВА;Иршулья;Мстиславовна;27.07.1994;Казань
ABAXBD;СИДОРОВА;Каролина;Гамлетовна;21.07.1994;Казань
ABAZBF;СИДОРОВА;Каролина;Ивановна;08.11.1995;Казань
ABAY7V;СИДОРОВА;Розалия;Антоновна;15.01.1994;Казань
ABAZY8;СИДОРОВА;Сильва;Созоновна;11.06.1994;Казань
ABAZ87;СИДОРОВА;Тереза;Якововна;23.09.1995;Казань
ABAZWM;СИЛИНА;Антонина;Степановна;21.05.1994;Казань
ABAY1A;СИЛИНА;Гертруда;Галактионовна;28.09.1993;Казань
ABAZPT;СИЛИНА;Зинаида;Анисовна;06.02.1994;Казань
ABB024;СИЛИНА;Иоланта;Рафаиловна;30.08.1994;Казань
ABAXL7;СИЛИНА;Неонила;Леоновна;03.04.1995;Казань
ABAY21;СИЛИНА;Павлина;Альфредовна;15.11.1993;Казань
ABAY4N;СИМОНОВА;Аида;Эдуардовна;08.01.1994;Казань
ABAZJ2;СИМОНОВА;Георгина;Федотовна;26.11.1993;Казань
ABAXJ8;СИМОНОВА;Леся;Станиславовна;03.02.1995;Казань
ABAYL3;СИМОНОВА;Мариетта;Горимировна;16.09.1994;Казань
ABAXNF;СИМОНОВА;Стелла;Гранитовна;17.09.1995;Казань
ABAY05;СИМОНОВА;Сусанна;Константиновна;18.10.1993;Казань
ABAY89;СИМОНОВА;Флора;Юстиновна;27.01.1994;Казань
ABAY9W;СИМОНОВА;Эллада;Левовна;14.04.1994;Казань
ABAZNE;СИТНИКОВА;Ася;Галактионовна;09.03.1994;Казань
ABAYYW;СИТНИКОВА;Жанна;Эдуардовна;17.06.1995;Казань
ABAZYE;СИТНИКОВА;Зоя;Спиридоновна;31.05.1994;Казань
ABAYKL;СИТНИКОВА;Иветта;Пантелеймоновна;04.09.1994;Казань
ABB06T;СИТНИКОВА;Ирина;Константиновна;11.12.1994;Казань
ABAY9B;СИТНИКОВА;Любовь;Святославовна;19.01.1994;Казань
ABAYY8;СИТНИКОВА;Милана;Рустамовна;16.06.1995;Казань
ABAYKE;СИТНИКОВА;Розалия;Вениаминовна;10.09.1994;Казань
ABAZ7Q;СИТНИКОВА;Фаина;Рональдовна;30.09.1995;Казань
ABAZWQ;СМИРНОВА;Веста;Адонисовна;18.05.1994;Казань
ABAZ1D;СМИРНОВА;Гаянэ;Куприяновна;28.07.1995;Казань
ABAY06;СМИРНОВА;Даниэла;Иулиановна;22.10.1993;Казань
ABAZZJ;СМИРНОВА;Клавдия;Гертрудовна;19.05.1994;Казань
ABAXKE;СМИРНОВА;Мануэла;Гаврииловна;21.03.1995;Казань
ABAYDB;СМИРНОВА;Нина;Всеволодовна;28.05.1994;Казань
ABAYB4;СМИРНОВА;Октябрина;Всеволодовна;03.04.1994;Казань
ABAXJT;СМИРНОВА;Раиса;Вениаминовна;19.05.1995;Казань
ABAXW3;СМИРНОВА;Хильда;Ренатовна;17.10.1995;Казань
ABAXDC;СМИРНОВА;Элла;Ратмировна;05.11.1994;Казань
ABAYJ1;СМИРНОВА;Эльмира;Всеволодовна;23.08.1994;Казань
ABAZHN;СМИРНОВА;Эсмеральда;Горновна;08.12.1993;Казань
ABAXA5;СОБОЛЕВА;Диодора;Рафаиловна;20.08.1994;Казань
ABAYBA;СОБОЛЕВА;Каролина;Борисовна;22.05.1994;Казань
ABAZRX;СОБОЛЕВА;Тала;Павеловна;24.02.1994;Казань
ABAXET;СОБОЛЕВА;Элина;Юлиановна;30.08.1994;Казань
ABAYR1;СОКОЛОВА;Берта;Брониславовна;05.01.1995;Казань
ABAXMV;СОКОЛОВА;Виолетта;Радимовна;20.09.1995;Казань
ABAXEJ;СОКОЛОВА;Дебора;Святославовна;19.11.1994;Казань
ABAXQZ;СОКОЛОВА;Ева;Альбиновна;27.09.1995;Казань
ABAYEH;СОКОЛОВА;Кира;Алановна;24.06.1994;Казань
ABAXEP;СОКОЛОВА;Линда;Альвиановна;02.10.1994;Казань
ABB02P;СОКОЛОВА;Маргарита;Ивановна;11.09.1994;Казань
ABAZLW;СОКОЛОВА;Марьяна;Иулиановна;04.11.1993;Казань
ABAXFN;СОКОЛОВА;Нонна;Рандольфовна;27.01.1995;Казань
ABAXBL;СОЛОВЬЁВА;Агния;Егоровна;12.06.1994;Казань
ABAZAW;СОЛОВЬЁВА;Дана;Брониславовна;02.12.1995;Казань
ABAXMS;СОЛОВЬЁВА;Иоанна;Гаврииловна;07.08.1995;Казань
ABAZWL;СОЛОВЬЁВА;Надежда;Радиславовна;07.06.1994;Казань
ABAYYS;СОЛОВЬЁВА;Фаня;Аскольдовна;09.06.1995;Казань
ABAYVL;СОРОКИНА;Алла;Германовна;06.02.1995;Казань
ABB0AM;СОРОКИНА;Василиса;Горновна;19.11.1994;Казань
ABB00C;СОРОКИНА;Галина;Арвидовна;08.08.1994;Казань
ABAZZ0;СОРОКИНА;Дарья;Рашидовна;27.05.1994;Казань
ABAXKW;СОРОКИНА;Динара;Венедиктовна;15.04.1995;Казань
ABAXN4;СОРОКИНА;Инесса;Викторовна;12.08.1995;Казань
ABAZ8J;СОРОКИНА;Наталья;Родионовна;18.08.1995;Казань
ABAZUY;СОРОКИНА;Сара;Глебовна;20.07.1994;Казань
ABAY3A;СОРОКИНА;Стефания;Куприяновна;08.11.1993;Казань
ABAY94;СТЕПАНОВА;Альберта;Леоновна;22.12.1993;Казань
ABB0AS;СТЕПАНОВА;Арина;Прохоровна;12.02.1995;Казань
ABAXKC;СТЕПАНОВА;Берта;Левовна;05.06.1995;Казань
ABAYHB;СТЕПАНОВА;Гертруда;Раймондовна;28.06.1994;Казань
ABAYAY;СТЕПАНОВА;Джозефина;Богдановна;13.05.1994;Казань
ABAY49;СТЕПАНОВА;Изольда;Герольдовна;01.02.1994;Казань
ABAZGC;СТЕПАНОВА;Милица;Юстиновна;29.11.1993;Казань
ABAY62;СТЕПАНОВА;Милослава;Митрофановна;28.12.1993;Казань
ABAYLJ;СТЕПАНОВА;Нила;Гайдаровна;28.11.1994;Казань
ABAXK7;СТЕПАНОВА;Рема;Аксёновна;26.04.1995;Казань
ABAXHD;СТЕПАНОВА;Элеонора;Созоновна;01.01.1995;Казань
ABAXB1;СТРЕЛКОВА;Анжела;Борисовна;25.07.1994;Казань
ABAY1N;СТРЕЛКОВА;Берта;Романовна;01.12.1993;Казань
ABB0AV;СТРЕЛКОВА;Гаянэ;Глебовна;09.02.1995;Казань
ABAYP9;СТРЕЛКОВА;Евфросинья;Антониновна;04.12.1994;Казань
ABB043;СТРЕЛКОВА;Неонила;Валентиновна;13.10.1994;Казань
ABAY6N;СТРЕЛКОВА;Ревекка;Валерьяновна;09.12.1993;Казань
ABB03U;СУББОТИНА;Анэля;Прохоровна;27.09.1994;Казань
ABAXW7;СУББОТИНА;Аюна;Венедиктовна;02.11.1995;Казань
ABB09R;СУББОТИНА;Гелена;Егоровна;21.12.1994;Казань
ABAZ7G;СУББОТИНА;Гертруда;Ратмировна;10.08.1995;Казань
ABAXBT;СУББОТИНА;Казимира;Станиславовна;29.07.1994;Казань
ABB08J;СУББОТИНА;Лайма;Антониновна;05.02.1995;Казань
ABAY1B;СУББОТИНА;Майя;Антониновна;03.11.1993;Казань
ABAZH3;СУББОТИНА;Марта;Богдановна;16.12.1993;Казань
ABAZY0;СУББОТИНА;Пелагея;Ролановна;02.07.1994;Казань
ABB0B2;СУББОТИНА;Татьяна;Ремовна;11.02.1995;Казань
ABAYST;СУББОТИНА;Урсула;Рэмовна;01.03.1995;Казань
ABAXNT;СУББОТИНА;Эльза;Мартыновна;02.09.1995;Казань
ABAXG0;СУВОРОВА;Антонина;Гертовна;19.01.1995;Казань
ABAZRQ;СУВОРОВА;Беата;Христофоровна;23.01.1994;Казань
ABAXFU;СУВОРОВА;Вероника;Рустемовна;04.02.1995;Казань
ABAY4T;СУВОРОВА;Данута;Арсеновна;21.02.1994;Казань
ABAXW2;СУВОРОВА;Инна;Арленовна;20.08.1993;Казань
ABAYHC;СУВОРОВА;Ксения;Мстиславовна;01.07.1994;Казань
ABAZRF;СУВОРОВА;Леонида;Михаиловна;15.03.1994;Казань
ABB05E;СУВОРОВА;Мариетта;Гамлетовна;31.10.1994;Казань
ABAXDM;СУВОРОВА;Мирослава;Гранитовна;18.09.1994;Казань
ABAZUB;СУВОРОВА;Рузана;Юлиановна;20.05.1994;Казань
ABAXG1;СУВОРОВА;Хильда;Христофоровна;12.03.1995;Казань
ABAZ6T;СУВОРОВА;Яна;Рихардовна;24.10.1995;Казань
ABAXEX;СУХАНОВА;Алина;Разумниковна;11.11.1994;Казань
ABAXB3;СУХАНОВА;Анна;Венедиктовна;15.06.1994;Казань
ABAYPV;СУХАНОВА;Марианна;Макаровна;19.11.1994;Казань
ABAZX1;СУХАНОВА;Устина;Альбиновна;15.06.1994;Казань
ABAZ8B;СЫСОЕВА;Даниэла;Геронтовна;29.10.1995;Казань
ABAY70;СЫСОЕВА;Иоанна;Аристионовна;30.01.1994;Казань
ABAYH4;СЫСОЕВА;Клариса;Арленовна;02.08.1994;Казань
ABAZPV;СЫСОЕВА;Лейла;Богдановна;18.02.1994;Казань
ABAXPN;СЫСОЕВА;Милана;Алевтиновна;01.08.1995;Казань
ABAYVM;СЫСОЕВА;Сара;Альвиановна;18.02.1995;Казань
ABAZKK;СЫСОЕВА;Фаиза;Руслановна;18.10.1993;Казань
ABB06G;ТАРАСОВА;Ванда;Арамовна;14.12.1994;Казань
ABAZRU;ТАРАСОВА;Гаянэ;Юлиановна;04.02.1994;Казань
ABAZ0N;ТАРАСОВА;Джулия;Вениаминовна;25.05.1995;Казань
ABAYU2;ТАРАСОВА;Доля;Рандольфовна;24.01.1995;Казань
ABAZUQ;ТАРАСОВА;Земфира;Аскольдовна;23.07.1994;Казань
ABAYJ0;ТАРАСОВА;Ираида;Владленовна;02.07.1994;Казань
ABB02K;ТАРАСОВА;Капитолина;Ахметовна;28.10.1994;Казань
ABAY5Q;ТАРАСОВА;Капитолина;Глебовна;14.02.1994;Казань
ABAXMP;ТАРАСОВА;Моника;Горновна;18.07.1995;Казань
ABAZY6;ТАРАСОВА;Регина;Антоновна;05.07.1994;Казань
ABAZ0W;ТАРАСОВА;Роксана;Альбиновна;04.07.1995;Казань
ABB02L;ТАРАСОВА;Сара;Анисимовна;02.08.1994;Казань
ABAXGD;ТАРАСОВА;Фаиза;Робертовна;09.02.1995;Казань
ABAXVQ;ТЕРЕНТЬЕВА;Ада;Филатовна;21.11.1995;Казань
ABAXZL;ТЕРЕНТЬЕВА;Беатриса;Ахматовна;11.09.1993;Казань
ABAXRQ;ТЕРЕНТЬЕВА;Зоя;Филатовна;06.10.1995;Казань
ABAZBY;ТЕРЕНТЬЕВА;Зоя;Якововна;22.12.1995;Казань
ABAY9Z;ТЕРЕНТЬЕВА;Илзе;Арвидовна;06.04.1994;Казань
ABAYQH;ТЕРЕНТЬЕВА;Каролина;Якововна;09.12.1994;Казань
ABAYS5;ТЕРЕНТЬЕВА;Нелли;Леонидовна;28.02.1995;Казань
ABAZZA;ТЕРЕНТЬЕВА;Русана;Арамовна;08.06.1994;Казань
ABAZ0E;ТЕРЕНТЬЕВА;Санта;Ремовна;18.06.1995;Казань
ABAZWF;ТЕРЕНТЬЕВА;Сима;Густавовна;05.05.1994;Казань
ABAY67;ТЕРЕНТЬЕВА;Стелла;Христофоровна;14.03.1994;Казань
ABB06M;ТЕРЕНТЬЕВА;Яна;Гайдаровна;31.01.1995;Казань
ABAXCS;ТЕТЕРИНА;Ариадна;Митрофановна;31.10.1994;Казань
ABAXPR;ТЕТЕРИНА;Виолетта;Лукьяновна;30.09.1995;Казань
ABAY1K;ТЕТЕРИНА;Мирра;Максимовна;02.10.1993;Казань
ABAZ03;ТЕТЕРИНА;Пелагея;Руслановна;11.07.1995;Казань
ABAZWA;ТЕТЕРИНА;Ростислава;Иакинфовна;24.07.1994;Казань
ABAXE2;ТЕТЕРИНА;Устина;Гамлетовна;15.09.1994;Казань
ABAYDA;ТЕТЕРИНА;Фрида;Владимировна;01.06.1994;Казань
ABAXAT;ТИМОФЕЕВА;Камилла;Гайдаровна;10.08.1994;Казань
ABAXU6;ТИМОФЕЕВА;Мирра;Кондратовна;16.11.1995;Казань
ABAYN9;ТИМОФЕЕВА;Ника;Ладимировна;17.10.1994;Казань
ABAZ3M;ТИМОФЕЕВА;Рената;Вадимовна;23.08.1995;Казань
ABAXJS;ТИМОФЕЕВА;Сара;Рэмовна;21.04.1995;Казань
ABAXHQ;ТИТОВА;Биргит;Глебовна;09.12.1994;Казань
ABAZJM;ТИТОВА;Василиса;Арленовна;17.12.1993;Казань
ABAXHK;ТИТОВА;Василиса;Венедиктовна;29.12.1994;Казань
ABAXFR;ТИТОВА;Дайна;Эдуардовна;23.01.1995;Казань
ABB09B;ТИТОВА;Диана;Максимовна;05.01.1995;Казань
ABAZRV;ТИТОВА;Дина;Рюриковна;01.04.1994;Казань
ABAYPY;ТИТОВА;Домина;Альбертовна;23.11.1994;Казань
ABAXQR;ТИТОВА;Изабелла;Рашидовна;09.07.1995;Казань
ABB09X;ТИТОВА;Изабелла;Филатовна;18.11.1994;Казань
ABAXHW;ТИТОВА;Кира;Владиславовна;15.03.1995;Казань
ABAZF5;ТИТОВА;Станислава;Ролановна;20.12.1995;Казань
ABAXCE;ТИТОВА;Тереза;Валентиновна;11.10.1994;Казань
ABAY2C;ТИТОВА;Фая;Макаровна;25.09.1993;Казань
ABAXF9;ТИХОНОВА;Аграфена;Альбиновна;03.11.1994;Казань
ABB089;ТИХОНОВА;Анастасия;Гарольдовна;10.11.1994;Казань
ABAZR7;ТИХОНОВА;Ванда;Варламовна;23.03.1994;Казань
ABAXCD;ТИХОНОВА;Иоланта;Макаровна;29.09.1994;Казань
ABAZKD;ТИХОНОВА;Лайма;Рудольфовна;09.12.1993;Казань
ABAXD8;ТИХОНОВА;Лариса;Богдановна;17.11.1994;Казань
ABAYQR;ТИХОНОВА;Милана;Андриановна;24.12.1994;Казань
ABAYUK;ТИХОНОВА;Тала;Арленовна;02.02.1995;Казань
ABAZB0;ТИХОНОВА;Устина;Ахметовна;10.12.1995;Казань
ABAYGG;ТИХОНОВА;Чеслава;Кондратовна;09.07.1994;Казань
ABAXD5;ТИХОНОВА;Эльвира;Акимовна;06.09.1994;Казань
ABAZBA;ТИХОНОВА;Эльвира;Арамовна;27.09.1993;Казань
ABAXZX;ТРЕТЬЯКОВА;Гертруда;Антуановна;25.10.1993;Казань
ABAXN5;ТРЕТЬЯКОВА;Груша;Валерьяновна;04.08.1995;Казань
ABAYM9;ТРЕТЬЯКОВА;Дана;Демьяновна;24.10.1994;Казань
ABAXNA;ТРЕТЬЯКОВА;Динара;Альбиновна;27.07.1995;Казань
ABAZ9T;ТРЕТЬЯКОВА;Иветта;Эдуардовна;02.09.1993;Казань
ABAXHY;ТРЕТЬЯКОВА;Изольда;Романовна;11.02.1995;Казань
ABAXQD;ТРЕТЬЯКОВА;Ксения;Разумниковна;25.07.1995;Казань
ABAZC5;ТРЕТЬЯКОВА;Розмари;Амосовна;17.11.1995;Казань
ABAXDN;ТРЕТЬЯКОВА;Светлана;Антуановна;28.10.1994;Казань
ABAYF4;ТРЕТЬЯКОВА;Сусанна;Ренатовна;27.07.1994;Казань
ABAXXS;ТРЕТЬЯКОВА;Эмма;Галактионовна;12.10.1993;Казань
ABAXQK;ТРОФИМОВА;Беатриса;Разумниковна;07.09.1995;Казань
ABAY7N;ТРОФИМОВА;Грета;Архиповна;28.02.1994;Казань
ABAZRP;ТРОФИМОВА;Дарья;Гаспаровна;11.03.1994;Казань
ABAXLL;ТРОФИМОВА;Ева;Пантелеймоновна;28.04.1995;Казань
ABAXM4;ТРОФИМОВА;Зоя;Арвидовна;22.05.1995;Казань
ABAY04;ТРОФИМОВА;Зоя;Левовна;14.11.1993;Казань
ABAXCT;ТРОФИМОВА;Любовь;Романовна;27.10.1994;Казань
ABAZ89;ТРОФИМОВА;Людмила;Аргентовна;21.10.1995;Казань
ABAXYB;ТРОФИМОВА;Мариетта;Альфредовна;04.10.1993;Казань
ABAYFE;ТРОФИМОВА;Марица;Гертовна;29.06.1994;Казань
ABAY3L;ТРОФИМОВА;Нила;Пантелеймоновна;24.11.1993;Казань
ABAYA3;ТРОФИМОВА;Рената;Авенировна;25.03.1994;Казань
ABAYNL;ТРОФИМОВА;Станислава;Брониславовна;18.11.1994;Казань
ABAYH8;ТРОФИМОВА;Ярослава;Онисимовна;05.07.1994;Казань
ABAXHN;ТУРОВА;Иоанна;Рустемовна;11.03.1995;Казань
ABAZPG;ТУРОВА;Ирина;Ральфовна;14.02.1994;Казань
ABAXEE;ТУРОВА;Иршулья;Валентиновна;26.11.1994;Казань
ABAYAG;ТУРОВА;Мирдза;Альвиановна;22.03.1994;Казань
ABAXJJ;ТУРОВА;Ростислава;Рюриковна;05.04.1995;Казань
ABAXU4;ТУРОВА;Светлана;Авенировна;24.11.1995;Казань
ABAXFX;ТУРОВА;Стефания;Андроновна;12.02.1995;Казань
ABAY5R;ТУРОВА;Томила;Андроновна;01.01.1994;Казань
ABAYDP;УВАРОВА;Анжела;Макаровна;29.05.1994;Казань
ABAXBF;УВАРОВА;Анисья;Левовна;09.07.1994;Казань
ABAZQG;УВАРОВА;Антонина;Прохоровна;10.03.1994;Казань
ABAZ3N;УВАРОВА;Анэля;Горновна;07.08.1995;Казань
ABAXNU;УВАРОВА;Галина;Мстиславовна;04.07.1995;Казань
ABAYM1;УВАРОВА;Иветта;Рональдовна;18.12.1994;Казань
ABAZKZ;УСТИНОВА;Вида;Аскольдовна;16.11.1993;Казань
ABAZN7;УСТИНОВА;Джозефина;Федотовна;01.03.1994;Казань
ABAZ04;УСТИНОВА;Зоя;Созоновна;07.07.1995;Казань
ABAYJK;УСТИНОВА;Наида;Ридовна;02.09.1994;Казань
ABAXZW;УСТИНОВА;Фая;Алевтиновна;01.10.1993;Казань
ABB07W;УСТИНОВА;Фрида;Гайдаровна;20.01.1995;Казань
ABAXN0;УСТИНОВА;Хильда;Робертовна;25.06.1995;Казань
ABAZDM;УСТИНОВА;Элла;Арвидовна;15.12.1995;Казань
ABAXTY;УСТИНОВА;Эллада;Прохоровна;31.10.1995;Казань
ABAXY3;УСТИНОВА;Эрика;Альфредовна;03.12.1993;Казань
ABB084;УСТИНОВА;Ядвига;Рафаиловна;12.01.1995;Казань
ABAXKH;ФАДЕЕВА;Венера;Исидоровна;30.04.1995;Казань
ABAZND;ФАДЕЕВА;Георгина;Радомировна;05.03.1994;Казань
ABAYJA;ФАДЕЕВА;Доля;Юлиановна;22.08.1994;Казань
ABAXM9;ФАДЕЕВА;Елизавета;Олеговна;14.07.1995;Казань
ABAXCJ;ФАДЕЕВА;Капитолина;Геронтовна;13.09.1994;Казань
ABAYA5;ФАДЕЕВА;Мальвина;Валентиновна;16.05.1994;Казань
ABAXJR;ФАДЕЕВА;Нора;Арвидовна;31.05.1995;Казань
ABAXQT;ФАДЕЕВА;Руслана;Роальдовна;29.07.1995;Казань
ABAY57;ФАДЕЕВА;Хильда;Ахматовна;16.12.1993;Казань
ABAZQT;ФЕДОСЕЕВА;Виолетта;Густавовна;23.02.1994;Казань
ABAXHX;ФЕДОСЕЕВА;Виолетта;Радамесовна;21.12.1994;Казань
ABAXH2;ФЕДОСЕЕВА;Дина;Ральфовна;22.02.1995;Казань
ABAXAQ;ФЕДОСЕЕВА;Евфросинья;Ремовна;25.08.1994;Казань
ABAZQK;ФЕДОСЕЕВА;Маргарита;Лукьяновна;11.02.1994;Казань
ABAZLZ;ФЕДОСЕЕВА;Ольга;Артамоновна;19.10.1993;Казань
ABAXXQ;ФЕДОТОВА;Анжелика;Гаральдовна;14.09.1993;Казань
ABAZ7W;ФЕДОТОВА;Ася;Олеговна;14.08.1995;Казань
ABAYXT;ФЕДОТОВА;Валентина;Гертрудовна;15.05.1995;Казань
ABAZT7;ФЕДОТОВА;Валерия;Робеспьеровна;16.03.1994;Казань
ABAXWT;ФЕДОТОВА;Ксения;Павеловна;04.12.1995;Казань
ABAZBZ;ФЕДОТОВА;Лейла;Эдуардовна;28.11.1995;Казань
ABAYVV;ФЕДОТОВА;Муза;Лукьяновна;04.04.1995;Казань
ABAXPY;ФЕДОТОВА;Ребекка;Владиславовна;29.08.1995;Казань
ABAYKX;ФЕДОТОВА;Рема;Ладимировна;19.09.1994;Казань
ABAYWY;ФЕДОТОВА;Розалия;Мартыновна;26.01.1995;Казань
ABAY39;ФЁДОРОВА;Анжелика;Ахматовна;07.10.1993;Казань
ABAZ7P;ФЁДОРОВА;Берта;Трофимовна;26.09.1995;Казань
ABAYWA;ФЁДОРОВА;Груша;Альбиновна;07.02.1995;Казань
ABAXKG;ФЁДОРОВА;Данута;Роландовна;22.04.1995;Казань
ABAYF9;ФЁДОРОВА;Ирина;Гаральдовна;08.08.1994;Казань
ABAZYQ;ФЁДОРОВА;Лола;Артёмовна;26.07.1994;Казань
ABAY7S;ФЁДОРОВА;Сарра;Антуановна;19.02.1994;Казань
ABAZHL;ФЁДОРОВА;Сильва;Гайдаровна;24.12.1993;Казань
ABAXFE;ФЁДОРОВА;Эльга;Раймондовна;08.03.1995;Казань
ABB09Z;ФИЛАТОВА;Анна;Артамоновна;04.12.1994;Казань
ABAXNK;ФИЛАТОВА;Галина;Лукьяновна;29.09.1995;Казань
ABAXLR;ФИЛАТОВА;Дарина;Ладиславовна;25.05.1995;Казань
ABAXGZ;ФИЛАТОВА;Джозефина;Робинзоновна;05.01.1995;Казань
ABAXRZ;ФИЛАТОВА;Любовь;Андроновна;21.12.1995;Казань
ABAZ5U;ФИЛАТОВА;Любовь;Иакинфовна;25.09.1995;Казань
ABAXSH;ФИЛАТОВА;Руфина;Максимовна;15.11.1995;Казань
ABB017;ФИЛАТОВА;Элеонора;Юлиановна;18.09.1994;Казань
ABAXDD;ФИЛИППОВА;Агафья;Владиславовна;21.11.1994;Казань
ABAZ59;ФИЛИППОВА;Алина;Ивановна;13.09.1995;Казань
ABAY9R;ФИЛИППОВА;Джозефина;Ратмировна;21.03.1994;Казань
ABAZHE;ФИЛИППОВА;Динара;Венедиктовна;13.10.1993;Казань
ABAXVT;ФИЛИППОВА;Диодора;Рональдовна;13.11.1995;Казань
ABB05N;ФИЛИППОВА;Елизавета;Христофоровна;06.11.1994;Казань
ABAY80;ФИЛИППОВА;Зоя;Святославовна;15.03.1994;Казань
ABAXD0;ФИЛИППОВА;Любомира;Митрофановна;03.10.1994;Казань
ABAZ6M;ФИЛИППОВА;Мирослава;Олеговна;01.08.1995;Казань
ABAYSA;ФИЛИППОВА;Нина;Ридовна;28.03.1995;Казань
ABAYLK;ФИЛИППОВА;Раиса;Ральфовна;03.10.1994;Казань
ABAXLW;ФИЛИППОВА;Софья;Гелеоновна;02.05.1995;Казань
ABAZSX;ФИЛИППОВА;Таира;Робинзоновна;13.04.1994;Казань
ABAXS6;ФОКИНА;Алеся;Герольдовна;13.12.1995;Казань
ABAY28;ФОКИНА;Белла;Борисовна;04.11.1993;Казань
ABAXC9;ФОКИНА;Изольда;Викторовна;30.07.1994;Казань
ABB05F;ФОКИНА;Ксения;Ростиславовна;04.11.1994;Казань
ABAZD3;ФОКИНА;Муза;Касьяновна;07.12.1995;Казань
ABAXFB;ФОКИНА;Нелли;Вениаминовна;06.12.1994;Казань
ABAZQD;ФОКИНА;Полина;Ренатовна;11.04.1994;Казань
ABAYN0;ФОКИНА;Тереза;Анваровна;28.10.1994;Казань
ABAXUD;ФОКИНА;Ульяна;Арамовна;05.11.1995;Казань
ABAY92;ФОКИНА;Юна;Атеистовна;20.02.1994;Казань
ABB00A;ФОМИНА;Альберта;Гаспаровна;17.09.1994;Казань
ABAXAW;ФОМИНА;Анита;Радимовна;28.07.1994;Казань
ABB063;ФОМИНА;Дина;Ярославовна;20.11.1994;Казань
ABAXV9;ФОМИНА;Инга;Арнольдовна;28.10.1995;Казань
ABAZKS;ФОМИНА;Мальвина;Амосовна;10.10.1993;Казань
ABAZ2B;ФОМИНА;Наталья;Эрастовна;14.05.1995;Казань
ABAXUC;ФОМИНА;Станислава;Аристионовна;31.12.1995;Казань
ABAYVH;ФОМИНА;Тала;Ромуальдовна;14.02.1995;Казань
ABAZX4;ФОМИЧЁВА;Василиса;Богдановна;24.04.1994;Казань
ABB058;ФОМИЧЁВА;Владислава;Михаиловна;22.10.1994;Казань
ABAZ82;ФОМИЧЁВА;Лейла;Геральдовна;13.10.1995;Казань
ABAXKS;ФОМИЧЁВА;Нелли;Геодаровна;07.04.1995;Казань
ABAYTY;ФОМИЧЁВА;Неонила;Антиповна;14.04.1995;Казань
ABAXN3;ФОМИЧЁВА;Нора;Трифоновна;09.09.1995;Казань
ABAZCW;ФОМИЧЁВА;Роксана;Викторовна;21.11.1995;Казань
ABAXYJ;ФОМИЧЁВА;Сарра;Ахматовна;13.11.1993;Казань
ABAZYF;ФОМИЧЁВА;Эльвира;Лукьяновна;20.06.1994;Казань
ABAY16;ФОМИЧЁВА;Янита;Христофоровна;12.09.1993;Казань
ABAXEW;ФРОЛОВА;Ангелина;Анисимовна;28.09.1994;Казань
ABAYCR;ФРОЛОВА;Валерия;Ахметовна;24.04.1994;Казань
ABAYT0;ФРОЛОВА;Вета;Прохоровна;02.04.1995;Казань
ABAZFZ;ФРОЛОВА;Ева;Ладимировна;19.12.1993;Казань
ABAYJC;ФРОЛОВА;Евдокия;Аскольдовна;29.09.1994;Казань
ABAYUM;ФРОЛОВА;Лолита;Куприяновна;10.03.1995;Казань
ABAYKZ;ФРОЛОВА;Рема;Гаральдовна;24.09.1994;Казань
ABAXWV;ФРОЛОВА;Станислава;Артуровна;29.10.1995;Казань
ABAY5F;ФРОЛОВА;Стефания;Пантелеймоновна;21.01.1994;Казань
ABB00F;ФРОЛОВА;Сусанна;Мстиславовна;24.08.1994;Казань
ABAZ4Q;ФРОЛОВА;Урсула;Гермогеновна;05.09.1995;Казань
ABAXQQ;ФРОЛОВА;Эльвира;Гертовна;26.08.1995;Казань
ABAXVU;ХАРИТОНОВА;Леонида;Викторовна;12.10.1995;Казань
ABAYWP;ХАРИТОНОВА;Лина;Разумниковна;19.02.1995;Казань
ABAXEQ;ХАРИТОНОВА;Урсула;Германовна;04.09.1994;Казань
ABAZ1M;ХАРИТОНОВА;Фая;Святославовна;24.07.1995;Казань
ABAYAN;ХАРИТОНОВА;Эдита;Агафоновна;18.03.1994;Казань
ABAZ4T;ХАРИТОНОВА;Элина;Рюриковна;28.08.1995;Казань
ABAXAM;ХОХЛОВА;Аграфена;Андроновна;21.08.1994;Казань
ABAXEV;ХОХЛОВА;Анастасия;Макаровна;07.11.1994;Казань
ABB0AH;ХОХЛОВА;Сарра;Геральдовна;29.12.1994;Казань
ABAZHW;ЦВЕТКОВА;Ирма;Анисимовна;18.11.1993;Казань
ABAXAV;ЦВЕТКОВА;Полина;Гвидоновна;29.05.1994;Казань
ABAZ6H;ЦВЕТКОВА;Тамара;Арленовна;14.09.1995;Казань
ABAZAJ;ЦВЕТКОВА;Ярослава;Борисовна;30.08.1993;Казань
ABAXJP;ЦВЕТКОВА;Ярослава;Гранитовна;01.04.1995;Казань
ABAZA0;ЧЕРНОВА;Ангелина;Герасимовна;27.11.1995;Казань
ABAX9V;ЧЕРНОВА;Ариадна;Ричардовна;25.06.1994;Казань
ABAYA2;ЧЕРНОВА;Белла;Амосовна;10.04.1994;Казань
ABAY9Y;ЧЕРНОВА;Валерия;Гарольдовна;04.05.1994;Казань
ABAXL0;ЧЕРНОВА;Вера;Разумниковна;05.05.1995;Казань
ABAZM8;ЧЕРНОВА;Елизавета;Альбертовна;11.10.1993;Казань
